content;score;thumbsUpCount;reviewCreatedVersion;at
Bom mesmo;4;0;2.2.427576.0;2021-10-17 20:01:39
Ele é muito bom, mais pra 5 estrelas deveria ter um modo escuro digno, uma inicialização moderna.;4;0;;2020-07-16 05:50:48
Ótimo, porém mais tem que ter comandos como mandar mover musicas de pasta pra outra, até excluir arquivos ?;4;0;;2021-08-08 01:41:24
Não é sempre que reconhece os comandos por voz, compreende palavras de forma errada.;4;0;2.2.422256.0;2021-09-12 14:16:00
O App é muito bom porém não dar pra acessar outros dispositivos com ele então gostaria q a galinha atravessasse a rua;4;0;2.2.387920.0;2021-03-10 02:51:32
Gostei, mas a poucas coisas no portugues que podemos utilizar, deveriam liberar mais. Está muito limitado, não consigo criar rotinas e ela não responde minhas proprias perguntas e frases criadas.;4;0;2.2.367265.0;2020-10-21 00:41:20
Bom;4;0;2.2.413073.0;2021-07-28 01:53:40
Muito legal!;4;0;2.2.404000.0;2021-06-04 14:40:35
Ameiiii mais tem um porem eu queria que quando a pessoa falar alexa mesmo fora do aplicativo ela respondese... fora isso ta otimoooooo;4;0;2.2.407457.0;2021-06-27 20:19:24
Top App top demais;4;0;2.2.422256.0;2021-09-13 02:09:38
Muito bom mas muito complexo;4;0;2.2.367729.0;2020-10-25 18:02:46
Muito bom o aplicativo, ainda estou aprendendo algumas coisas para da uma melhor avaliação;4;0;2.2.375370.0;2021-01-23 01:42:32
Muito bom ... 👍;4;0;2.2.375370.0;2021-01-04 01:21:20
há falhas na Alexa;4;0;2.2.435306.0;2021-11-23 00:42:52
É bom mas não é resposta do Pato Donald bota a opção um leão quando você fala pato;4;0;2.2.413073.0;2021-07-25 23:22:04
Muito bom gostei.;4;0;2.2.371484.0;2020-11-13 23:28:28
Muito bom o aplicativo, trava algumas vezes. As skils poderiam rolar mais skils em ves de pedir indicação a Alexa.;4;0;2.2.361946.0;2020-10-05 02:04:47
Bom;4;0;2.2.403931.0;2021-05-28 23:35:33
Porque tem já comercial no Brasil e meu app atualizado não tem o idioma português???? Tenho há mais de um ano, mas já atualizei e ainda não aparece para mim o idioma português. Vi um vídeo de um cara apresentando o dispositivo em português, mas não sei o porquê para mim ainda não liberou o nosso idioma.;4;7;2.2.297923.0;2019-10-22 15:08:16
O app é bom mas poderia ter uma função que vc escrevesse o que a Alexa iria falar, e não tem.;4;0;2.2.345151.0;2020-07-12 14:35:12
Falta mais variedade de players e melhor cobtrole com a 5v;4;0;2.2.339390.0;2020-06-16 19:40:28
Muito mais poderia ser melhor;4;0;2.2.369045.0;2020-11-05 15:15:50
Bom. Para músicas;4;0;2.2.342851.0;2020-06-24 14:43:54
Falta vinculação com o Tidal, no resto ele funciona muito bem, parabéns para os desenvolvedores.;4;0;2.2.371484.0;2020-12-24 13:03:05
Muito bom!!;4;0;2.2.350157.0;2020-08-17 02:21:44
Acho que na lista de compras deveria ter um jeito de agrupar os produtos, tipo, de limpeza , frutas, frios, etc Também tenho dificuldade de eliminar os produtos comprados. Queria que ficasse uma única vez, mas fica salvo todas as vezes que dígito. Isso é chato.;4;1;2.2.367729.0;2020-10-28 00:23:19
Bom, porém nao tem musicas em 3D e HD para ouvir no Echo studio.;4;1;2.2.399869.0;2021-05-01 11:23:51
Bom;4;0;2.2.371484.0;2020-11-07 03:22:14
Muito legal;4;0;;2021-10-28 19:48:25
Muito bom;4;0;2.2.342851.0;2020-06-23 00:14:54
Otimo;4;0;2.2.390493.0;2021-03-19 16:55:08
Show;4;0;2.2.416420.0;2021-09-01 17:22:56
"Adoraria se pudesse ativar o assistente apenas chamando ""Alexa"", mesmo sem o aplicativo aberto.";4;0;2.2.422256.0;2021-09-12 00:08:51
Muito bom;4;0;2.2.410255.0;2021-07-13 14:50:03
Excelente!!;4;0;;2021-06-13 23:44:49
4 pq algumas pesquisas, como estações de rádio, e alguns apps instalados ela não consegue abrir.;4;1;2.2.403931.0;2021-06-01 02:35:36
Muito bom;4;0;2.2.372932.0;2020-11-18 01:11:03
Tem muito espaço para melhorar, mas é um um bom App. Senti falta de poder definir o serviço de música por dispositivo.;4;0;;2019-12-06 02:22:23
Falta melhorar o Português e permitir criar grupo a partir de rotinas;4;0;2.2.305814.0;2019-12-08 01:48:51
Amei o aplicativo e de alta qualidade;4;0;2.2.407450.0;2021-06-14 18:30:13
Muito bom gostei, de mais 👍🏿👍🏿👍🏿👍🏿👍🏿👍🏿😅😅😁😁😁😁;4;0;2.2.407457.0;2021-06-29 17:16:22
muito bom app, mas precisa melhorar em questão de organização das funções... precisa também arrumar a questão da Alexa não achar os produtos da Xiaomi mesmo com a skill da MiHome estando tudo ok...;4;3;2.2.297923.0;2019-10-11 00:38:55
Vem melhorando cada vez mais. Vários skills vem sendo aperfeiçoados. Estou gostando.;4;0;2.2.387920.0;2021-03-05 10:18:47
A única coisa que todo mundo quer e que de para falar com a alexa fora do aplicativo;4;1;2.2.407457.0;2021-06-25 19:42:17
ÓTIMO;4;0;2.2.422256.0;2021-09-15 15:23:17
Algumas funções que são disponibilizados para usuários de fora do Brasil poderia estar disponibilizados para os brasileiros;4;0;2.2.410255.0;2021-07-14 23:11:28
Rápido entendimento dos comandos! O que deixaria o App ainda mais interessante seria poder separar os ambientes em CASAS e também possibilitar colocar diferentes comandos de voz na mesma rotina, como faz seu principal concorrente. Se possível também seria muito útil acionar a Alexa com comando de voz pelo celular, sem precisar apertar o botão do aplicativo.;4;43;2.2.300387.0;2019-10-22 01:08:36
Muito bacana as coisas que você consegue fazer somente com o comando de voz. A Alexa funciona bem melhor que o Assistente Pessoal Digital do celular.;4;0;2.2.337761.0;2020-06-04 18:10:19
Aprendendo a usar aos poucos! Um pouco lento no meu celular, mas consigo configurar minha Echo Dot sem grandes dificuldades. Faltou mais opções de conectividade com a skill do spotify, por exemplo.;4;0;2.2.367729.0;2020-10-26 03:29:39
Tô brigando com o aplicativo comprei o aparelho não consigo ativar;4;0;2.2.416420.0;2021-08-11 17:59:46
Excelente, apesar de ser um pouco lento no meu celular.... Mas creio que seja meu celular velho...;4;0;2.2.334561.0;2020-05-24 20:26:56
Só não ganha 5 estrela pq não possui suporte a YouTube music, eu queria parar de assinar o Spotify mas não posso pq não vou poder pedir música para Alexa. Se não o echo vai virar só mais uma caixinha bluetooth. Se for assim é melhor comprar a caixinha da JBL com o Google assistente.;4;2;2.2.384932.0;2021-02-17 20:35:29
O aplicativo é excelente. Porém estou tendo problemas com a programação de rotinas. Nem sempre funcionam, principalmente quando a rotina envolve a Alexa falar. Estou usando a Alexa puramente no app do celular.;4;0;2.2.297923.0;2019-10-12 00:38:54
Estou me adaptando mas ela é ótima;4;0;2.2.319280.0;2020-02-29 13:27:06
Bem bacana, mas o app é bem lento.;4;0;2.2.307833.0;2019-12-16 14:31:12
Excelente, porém precisa aderir as funções em português nos dispositivos Echo da segunda geração;4;0;2.2.305186.0;2019-11-24 07:33:18
Poderia ser mais intuitivo;4;0;2.2.375370.0;2021-01-08 12:14:24
Boa;4;0;2.2.375370.0;2021-01-18 22:41:51
Muito bom;4;0;2.2.407457.0;2021-07-01 22:55:58
A previsão do tempo é em Fahrenheint e não tem como mudar pra Celcius no celular.;4;1;2.2.300836.0;2019-10-28 22:49:42
Vale muito a pena.;4;0;2.2.435197.0;2021-11-11 20:56:31
Gosto muito do aplicativo as vezes dá uma bugada mas no geral é bom, mas eu senti falta de widgets pra controlar a casa igual o que tem na aba de meus dispositivos.;4;1;2.2.413073.0;2021-07-22 22:27:18
Bom.;4;0;2.2.390493.0;2021-03-27 23:32:06
Gosto da Alexa, mas uma sugestão é aumentar as possibilidades da luz inteligente. Tenho uma lâmpada geonav e no aplicativo da geonav posso fazer configurações como luzes piscando, e vários outros tons de cores, mas na skill da Alexa não consigo ter essa autonomia, é bem limitado;4;0;;2021-05-01 12:44:25
Muito bom;4;0;;2021-01-25 14:43:01
Otimo mas com alguns bugs;4;0;2.2.347119.0;2020-07-19 18:59:39
Muitas coisas não entende ainda, espero que melhore;4;1;2.2.297923.0;2019-10-14 23:48:50
Funciona razoávelmente bem, porém tem uns bugs com o bluetooth;4;0;2.2.383959.0;2021-02-07 22:05:10
Tá faltando falar baixo;4;0;2.2.399869.0;2021-04-29 17:37:37
Não funciona bem com TVs LG, fica sobrecarregado se automatizar a casa inteira, mas de resto tudo bem.;4;0;2.2.427576.0;2021-10-14 01:23:54
Nao consegui configurar as chamadas alexas;4;0;2.2.356720.0;2020-10-19 19:24:57
Adoro. Toda Família curte muito.;4;0;2.2.404000.0;2021-06-06 09:57:25
Nao estou conseguindo conectar com outros dispositivos de Bluethoo;4;0;2.2.413073.0;2021-07-29 14:01:39
Nao dou 5 estrlas por nao ser perfeita;4;0;2.2.387920.0;2021-03-14 13:31:18
"Tem tudo para ser perfeito, porém tem uns ""delays"" quando tocamos nos comandos que incomodam um pouco. E olha que meu phablet é um Galaxy Note 20 extremamente moderno, atual e rápido, ou seja, não é culpa do meu aparelho. Já desinstalei algumas vezes e não melhora....";4;0;2.2.347119.0;2020-10-04 01:49:21
"App muito bom. Falta só uma coisa pra ficar espetacular. Uma condição SE, ENTÃO Exemplo de rotina: SE clima for = ""chuvoso"" ENTÃO acenda o led azul. Poderíamos deixar a Alexa ainda mais personalizada com essa condição ""SE, ENTAO"" disponível. Mas no geral o app é show";4;0;2.2.367265.0;2020-10-24 13:01:52
Ótimo;4;0;2.2.416420.0;2021-08-08 02:27:09
Quanto abro comunicação abre uma página suspensa do Drop in e não consigo sair e tenho que fechar o aplicativo, e não da a para utilizar os recursos da comunicação. Vocês podem me ajudar?;4;0;;2020-06-25 14:36:31
App legal Mas a alexa num fala qualquer pergunta isso me deixo triste;4;0;;2021-02-19 23:11:05
Facilita o dia;4;0;2.2.422256.0;2021-09-18 17:59:14
Ainda testando, mas é bem simples o uso! Gostando bastante.;4;0;2.2.373840.0;2020-12-01 22:54:13
Poderia ter, mais opções!;4;0;2.2.334561.0;2020-05-20 22:08:19
Muito eficiente esse app;4;0;2.2.400291.0;2021-05-06 12:53:15
Muito bom;4;0;2.2.416420.0;2021-08-29 02:05:11
Muito divertido, porem podia ter o modo continuidade, igual o na versão em inglês, pra deixar o uso mais pratico, sem precisar ficar dando o comando alexa varias vezes;4;2;2.2.394437.0;2021-04-09 03:36:08
Tem alguns bugs, do nada ela está ativando sozinha no meu telefone.;4;1;2.2.407457.0;2021-06-27 05:48:48
Muito simples, porém um pouco lento!! Mas estou amando a experiência.;4;0;2.2.305814.0;2019-12-04 01:47:21
Demora um pouco a responder;4;0;2.2.375370.0;2020-12-17 22:17:58
eu adorei so não gostei porque não podemos usar ela em segundo plano;4;0;2.2.390493.0;2021-03-19 00:03:56
Muito bom;4;0;2.2.375370.0;2021-01-29 15:49:15
Experiência interessante 🤔;4;0;2.2.319280.0;2020-02-21 23:36:21
Gostei muito, Mas poderiam fazer a Alexa responder com a tela do celular esmaecida ou fazer a Alexa funcionar fora do app.;4;0;2.2.384932.0;2021-03-02 02:25:35
Só falta ela responder em qualquer tela, e com telefine bloqueado;4;0;2.2.398067.0;2021-04-25 17:14:03
Bom;4;0;2.2.384932.0;2021-03-02 22:00:24
Erro no reconhecimento de comandos.;4;0;2.2.375370.0;2021-01-09 21:49:57
Só trava um pouco, fora isso não tenho o que reclamar.;4;0;2.2.347119.0;2020-07-23 18:25:05
Só falta uma coisa tornar Amazon Alexa o assistente padrão do Android;4;0;2.2.347119.0;2020-07-24 02:55:32
Falta mais rádios FM AM.;4;0;2.2.427576.0;2021-10-19 22:44:01
Muito bom;4;0;2.2.403931.0;2021-05-30 00:37:17
Gostaria que experiência no celular fosse a mesma que temos nas echos, porém ela não se ativa ao comando Alexa.;4;2;2.2.375370.0;2020-12-22 12:16:15
Ol;4;0;2.2.427576.0;2021-10-12 18:19:37
O Echo Dot é muito bom. Mas pode melhorar. Eu sugiro que acrescente a possibilidade da Alexa enviar uma música, escolhida pelo emissor, podendo acrescentar uma mensagem, para o destinatário ouvir, tanto pelo celular quando pela Alexa.;4;1;2.2.390493.0;2021-04-19 14:49:55
Não está totalmente em português;4;0;2.2.327278.0;2020-04-22 02:06:51
Até o momento tudo bem...;4;0;2.2.356720.0;2020-09-05 12:43:44
Muito útil e pratico. Ainda temos mais a conhecer para melhor utilizar.;4;0;2.2.334561.0;2020-05-30 12:18:39
Não tenho os outros aparelhos, mais e uma experiência muito boa, gostando. Mais como nada e perfeito o app não tem jeito de acabar com a lentidão.;4;0;2.2.375370.0;2020-12-21 09:45:54
Muito bom;4;0;2.2.333806.0;2020-05-08 15:05:31
De início é um pouco confuso, mas cumpre o que promete. Alexa ainda precisa se adequar ao nosso idioma para reconhecer siglas, pois ela fica repetindo que não entendeu ou não encontrou conteúdo.;4;2;2.2.375370.0;2021-01-01 10:27:23
"Não consigo deixar ele 100% automática, pra ativar ela, eu tenho q entrar no aplicativo, não consigo simplesmente falar ""Alexa"" e ela ouvir...";4;0;2.2.413073.0;2021-07-22 23:18:26
Muito boa, mais Falta Alexa aprender mais;4;0;2.2.410255.0;2021-07-08 09:44:07
Muito bom, porém achei o app lento, no primeiro uso achei que estava travado, ficou uma tela azul por uns 5 minutos, depois funcionou normal, meu celular é um redimi note 7.;4;0;2.2.364279.0;2020-10-07 11:52:16
Até agora ta ótimo;4;0;2.2.407457.0;2021-06-25 15:54:54
Para o deve de escola;4;0;;2020-11-15 14:56:56
minha Alexa série II não fala o idioma Português;4;0;2.2.387920.0;2021-03-12 12:29:26
Um pouco lento para atualizar;4;0;2.2.415290.0;2021-08-07 11:52:23
Bom..mas falta bastante coisa em vista lá de fora do brasil;4;0;2.2.329454.0;2020-04-28 23:31:04
Apesar do aplicativo tornar a experiência Alexa incrivelmente melhor, tem alguns pontos a melhorar. A velocidade de resposta em certas partes do app, é lenta mesmo em celulares medium-range+. Apesar de estar nos primeiros dias/semanas de uso, algo me incomodou bastante que é a falta de preview nos alarmes, agora a pouco acordei assustado com um alarme cheio de gritarias pois nem imaginava isso ao programa-lo.;4;347;2.2.407457.0;2021-06-20 10:25:27
Muito bom!!! Gostei muito. O que me incomoda (mesmo sendo necessário) é que o app é online.;4;0;2.2.423409.0;2021-09-29 01:33:30
Esta app ás vezes buga não sei porque trava muito e sempre sai sozinha quando fico conversando com a Alexa por um tempo!;4;0;2.2.322087.0;2020-03-30 07:41:16
Um pouco lento, mas bem funcional e sem crashes...;4;0;2.2.302167.0;2019-10-31 00:03:45
A Alexa é otima, mas o aplicativo deixou de funcionar em Wi-Fi. Funciona somente na rede movel. Fica o alerta pra Amazon corrigir este problema.;4;0;2.2.435197.0;2021-11-17 15:45:59
O aplicativo é bom, mas tenho uma conta no Amazon Music que não vincula a Alexa.;4;0;2.2.356720.0;2020-09-21 05:09:27
Muito eficiente no dia a dia;4;0;;2021-01-30 12:14:05
Os cara e burro quase todo mundo fala que o aplicativo e ruim mas nao e nao esse aplicativo e otimo esse aplicativo e para conectar alexa nao vendo outras coisas do app esse aplicativo e otimo!;4;0;2.2.394437.0;2021-03-30 21:27:17
Bom.... Gostando....;4;0;2.2.403931.0;2021-05-21 20:31:12
Sua interface poderia ser mais intuitiva, mas no geral é ótima!;4;1;2.2.361946.0;2020-09-30 17:38:32
Pode melhorar, pode ser mais intuitivo, mais prático...;4;0;;2021-04-01 04:24:20
Muito bom;4;0;2.2.384932.0;2021-02-28 19:32:49
Gostei muito fora que ainda estou me adaptando;4;0;2.2.430534.0;2021-10-22 02:53:47
Não atendeu todas solicitações. Não reconheceu minha voz.;4;0;;2020-01-28 11:28:26
Achei sensacional.;4;0;2.2.435306.0;2021-11-23 22:58:52
Ótimo para automação residencial, mas deixa a desejar como player de músicas por não ter fila de reprodução!;4;0;2.2.410255.0;2021-07-08 17:47:25
Muito bom esse aplicativo recomendo a todos;4;0;2.2.427576.0;2021-10-20 13:40:27
"O App é bom porém falta opções como ""Vídeo e TV"" que existe no app fora do Brasil, é uma das opções que eu mais queria no app para poder configurar mas ainda não existe no Brasil.";4;0;2.2.297923.0;2019-10-08 23:19:34
App muito bom apesar de um pouco limitado as funções;4;0;2.2.422256.0;2021-09-20 11:14:54
Ótima interação entre os dispositivos;4;0;2.2.367729.0;2020-10-29 17:33:53
Precisa de algumas melhorias;4;0;;2021-03-23 04:09:02
Excelente APP, principalmente sendo utilizado com um dispositivo Echo.;4;1;2.2.345151.0;2020-07-12 00:33:09
algumas resposta não tem nada a vercomo que foi pergguntado.;4;0;2.2.390493.0;2021-03-20 11:29:23
Melhorar a interface;4;0;2.2.416420.0;2021-08-24 01:25:37
Quando peço pra tocar uma playlists, ela toca uma coisa totalmente diferente. Qual seria o problema?;4;0;;2021-01-03 18:51:41
Falta so um pouco para os 100%. Muito bom o aplicativo;4;0;2.2.407457.0;2021-06-30 00:38:38
Legal e simplis;4;0;2.2.403931.0;2021-05-31 02:24:12
Estou adorando por enquanto. Chegou hoje... daqui um tempo volto pra avaliar novamente!;4;0;2.2.375370.0;2021-01-12 16:12:00
Ótima;4;0;2.2.367265.0;2020-10-15 01:33:28
Razoável;4;0;2.2.345151.0;2020-07-11 17:27:10
ata o momento top;4;0;2.2.436689.0;2021-11-23 22:20:21
Poderia funcionar com o app fechado;4;0;2.2.403931.0;2021-06-01 14:21:27
good recent improvements, now enables to choose location, but still lacks Brazil as location!;4;16;2.2.648.1;2017-12-08 19:03:17
Bom app Pouco intuitivo, necessidade de melhorias para configurar dispositivos;4;0;2.2.347119.0;2020-07-28 23:12:28
Muito Bacana, no meu smartphone a Alexa não compreende muito bem os comandos, no entanto com o dispositivo Echo Dot a Alexa fica muito útil e a experiência é bem melhor que no telefone. Eu apenas gostaria de que a Alexa tenha em atualizações futuras, melhor integração com Android, pois mesmo com a função mãos livres, a assistente só responde com o aplicativo aberto, quando responder com tela apagada, ou sem o aplicativo aberto dou 5 estrelas.;4;21;2.2.375370.0;2020-12-14 04:42:49
Bom mAis precisa de mais opcoed;4;0;2.2.384932.0;2021-02-23 00:27:35
Boa,divertida interessante Gostei da interação;4;0;2.2.350157.0;2020-08-26 19:10:02
Gosto muito do app ,mas me incomoda a confirmação do alarme. Alexa poderia falar em tom mais baixo / falar mais rápido. Sou mãe e professora e pensando mais longe, acho que o dispositivo pode ser integrado a prática docente como tendo comando para abrir vídeos em dispositivos projetores e recursos de não mostrar resultados inapropriados/ pré-configurados(por exemplo uma função de resultados de pesquisa que a Alexa não pode exibir.;4;64;2.2.399869.0;2021-04-30 20:58:31
